"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
5.425000077E0	-5.138955116E-1	3.273200989E-2	-1.510477781E0	1.595839312E0
5.443338671E0	-3.486234903E0	-5.739312172E-1	6.300292015E-1	3.588895044E0
5.461664556E0	-6.119925022E0	-1.305071354E0	2.578554630E0	6.767986222E0
5.480015962E0	-7.024618626E0	-6.538300514E-1	3.065135956E0	7.692062077E0
5.498354556E0	-5.821729660E0	3.518694878E0	2.261148930E0	7.168440860E0
5.516680441E0	-2.791607380E0	8.178826332E0	1.987134457E0	8.867636398E0
5.535031848E0	-4.244146347E-1	6.011640549E0	3.579331398E0	7.009391067E0
5.553370441E0	2.290410519E0	2.321846962E0	6.172947884E-1	3.319338265E0
5.571696275E0	2.087523460E0	4.894008636E0	-1.318848610E0	5.481645409E0
5.590047681E0	2.326081753E0	8.530791283E0	-6.932622910E0	1.123593862E1
5.608386327E0	6.139282703E0	9.736121178E0	-1.226262951E1	1.681829154E1
5.626712160E0	9.699211121E0	6.884635925E0	-6.562199593E0	1.358437969E1
5.645063566E0	8.896015167E0	3.240957260E0	-2.969164371E0	9.922642132E0
5.663402212E0	5.907135963E0	2.174349785E0	-1.507608414E0	6.472629713E0
5.681728046E0	4.239388466E0	1.254171371E0	-8.983674049E-1	4.511366133E0
5.700079452E0	3.821509361E0	-5.274190903E-1	-2.464063168E-1	3.865594491E0
5.718418098E0	4.309064865E0	-2.031693935E0	1.421411514E0	4.971542110E0
5.736743931E0	4.709363937E0	-2.551618099E0	1.123665094E0	5.472795160E0
5.755104377E0	3.162227154E0	-2.830216408E0	-3.137588501E-4	4.243796129E0
5.773443023E0	-2.629961669E-1	-2.761250496E0	-2.086684704E0	3.471012005E0
5.791768856E0	-1.608333349E0	-3.110745430E0	-2.559244156E0	4.337419042E0
5.810116830E0	-8.507885337E-1	-3.407806396E0	-2.982823133E0	4.608060266E0
5.828455423E0	-9.943777323E-2	-2.946125507E0	-2.288177967E0	3.731662067E0
5.846794069E0	4.234482050E-1	-2.202498436E0	-1.242940187E0	2.564216850E0
5.865132715E0	7.794115543E-1	-1.459013462E0	-8.541488647E-1	1.861658652E0
5.883471309E0	7.110376358E-1	-3.363761902E-1	-7.667193413E-1	1.098445269E0
5.901797194E0	6.984305382E-2	8.110198975E-1	-2.201821804E-1	8.432742844E-1
5.920148601E0	-1.355621815E-1	9.921512604E-1	1.666110277E0	1.943878773E0
5.938487194E0	-7.650884390E-1	9.743232727E-1	3.180959940E0	3.413674311E0
